qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
CDY31408	AT2G16740	89.819	442	45	0	1	442	1	442	2.61e-161	568
CDY31405	AT2G16860	88.483	903	92	7	1	897	1	897	0	1081
CDY31390	AT2G16990	88.628	554	61	2	771	1323	738	1290	0	673
CDY31404	AT2G16880	84.386	2216	323	11	1	2203	1	2206	0	2154
CDY31400	AT2G16900	82.375	817	120	8	175	970	1	814	0	689
CDY31379	AT2G17140	88.297	2589	299	4	22	2608	34	2620	0	3099
CDY31406	AT5G01830	81.197	2021	341	25	23	2025	26	2025	0	1591
CDY31392	AT5G14920	76.657	664	95	33	133	751	178	826	2.33e-84	313
CDY56631	AT3G25510	73.926	652	154	14	684	1328	17	659	1.6e-64	248
CDY65237	AT5G07475	84.806	566	78	5	6	564	6	570	1.62e-159	562
CDY65233	AT5G07440	86.893	1236	138	10	1	1212	1	1236	0	1363
CDY65239	AT5G07500	84.646	749	96	11	1	741	1	738	0	728
CDY65234	AT5G07450	89.762	547	56	0	17	563	20	566	0	701
CDY65238	AT5G07480	86.537	1077	136	6	10	1086	4	1071	0	1177
CDY72462	AT3G01420	85.143	350	51	1	1	350	22	370	5.23e-98	357
CDY62741	AT4G23650	87.531	1588	184	9	259	1836	1	1584	0	1823
CDY62739	AT3G26460	85.217	460	63	3	1	456	1	459	2.78e-131	468
CDY62740	AT4G23660	91.008	923	78	3	233	1154	305	1223	0	1240
CDY70192	AT3G14930	81.319	273	32	9	114	381	708	966	7.2e-52	204
CDY72218	AT3G17265	82.418	91	12	3	321	408	327	416	4.48e-13	76.8
CDY02396	AT5G42570	86.87	655	86	0	1	655	1	655	0	734
CDY02392	AT3G57790	87.311	1387	162	10	62	1437	44	1427	0	1574
CDY02401	AT5G42630	85.236	806	80	19	1	788	1	785	0	793
CDY02421	AT5G42750	82.857	1050	120	33	1	1026	1	1014	0	887
CDY02425	AT5G42960	86.562	640	81	3	3	641	6	641	0	701
CDY02413	AT4G26640	90.594	202	18	1	1	201	1230	1431	4.85e-71	267
CDY02410	AT5G44290	87.543	289	31	3	7	294	427	711	1.5e-89	329
CDY02426	AT5G42970	91.381	1195	101	2	1	1194	1	1194	0	1635
CDY02424	AT5G42830	86.041	1354	184	3	1	1350	1	1353	0	1448
CDY02409	AT5G42650	82.644	1498	243	11	97	1590	73	1557	0	1310
CDY02422	AT5G42790	87.887	743	90	0	1	743	1	743	0	874
CDY02387	AT5G42150	87.093	953	107	6	1	942	1	948	0	1064
CDY02393	AT5G42450	85.84	1483	208	2	46	1527	43	1524	0	1574
CDY02382	AT5G42210	83.169	1319	218	4	1	1317	1	1317	0	1203
CDY02420	AT5G42750	83.429	1050	114	33	1	1026	1	1014	0	920
CDY02383	AT5G42200	80.444	496	91	3	1	496	1	490	6.84e-103	374
CDY02411	AT5G42655	84.055	577	84	5	1	573	1	573	1.23e-155	549
CDY02395	AT5G42490	90.161	559	51	3	1458	2014	2694	3250	0	725
CDY02391	AT1G43170	90.715	657	61	0	1	657	1	657	0	876
CDY02386	AT5G42170	80.037	1077	197	14	115	1179	40	1110	0	782
CDY23095	AT1G33270	88.336	643	75	0	212	854	302	944	0	773
CDY23062	AT5G61520	87.299	685	85	2	585	1268	702	1385	0	782
CDY23004	AT3G50620	85.838	1038	120	16	1	1026	1	1023	0	1077
CDY23022	AT3G50070	82.406	881	97	27	1	837	1	867	0	715
CDY23096	AT4G21750	91.365	359	31	0	1	359	1	359	1.43e-138	492
CDY23041	AT5G61720	77.914	1141	187	38	1	1119	1	1098	0	651
CDY23025	AT3G49990	78.783	674	111	19	1	655	1	661	2.01e-117	424
CDY23008	AT3G50440	86.8	803	104	2	1	802	25	826	0	894
CDY23034	AT3G49740	81.695	885	130	12	804	1660	1314	2194	0	708
CDY23026	AT5G67420	85.359	362	49	3	1	360	1	360	3.63e-102	372
CDY23098	AT1G14315	93.478	46	1	2	447	491	36	80	2.37e-10	67.6
CDY23076	AT5G61240	92.151	981	77	0	1	981	1	981	0	1386
CDY23079	AT5G61210	85.451	921	108	15	1	914	1	902	0	935
CDY23074	AT5G61260	94.828	58	3	0	510	567	474	531	2.06e-17	91.6
CDY23001	AT3G50740	88.136	354	38	4	13	364	577	928	5.44e-116	418
CDY23048	AT5G61630	88.814	447	47	1	1	447	1	444	1.22e-154	545
CDY23065	AT5G61480	81.474	1873	316	19	1	1850	1	1865	0	1507
CDY23028	AT3G49920	100	32	0	0	618	649	490	521	2.88e-08	60.2
CDY23021	AT3G50110	87.165	1566	138	24	223	1746	355	1899	0	1720
CDY23032	AT3G49850	83.654	208	34	0	40	247	1	208	2.2e-49	196
CDY23072	AT5G61290	89.272	1072	112	1	120	1191	297	1365	0	1339
CDY23038	AT5G61750	87.858	593	72	0	4	596	1	593	0	697
CDY23066	AT5G61470	79.73	222	30	6	619	825	679	900	2.75e-34	147
CDY23078	AT5G61220	87.5	240	30	0	25	264	25	264	2.8e-74	278
CDY23083	AT5G61170	91.667	432	36	0	1	432	1	432	8.92e-171	599
CDY23059	AT5G61550	87.398	1722	208	6	826	2544	817	2532	0	1969
CDY23070	AT5G61330	88.628	1108	113	10	168	1267	192	1294	0	1336
CDY23029	AT3G49910	85.348	273	40	0	130	402	169	441	9.45e-76	283
CDY23006	AT3G50520	90.957	188	17	0	232	419	313	500	1.23e-66	254
CDY23069	AT5G61340	86.646	981	125	6	1	975	100	1080	0	1081
CDY23058	AT5G61560	87.49	2382	271	19	1	2361	58	2433	0	2723
CDY23094	AT1G33410	86.755	151	18	2	27	177	4148	4296	8.22e-41	167
CDY23009	AT3G50420	84.967	2102	302	8	1	2092	262	2359	0	2119
CDY23057	AT5G61570	83.364	1088	156	18	10	1086	13	1086	0	983
CDY23061	AT5G61530	89.744	1131	116	0	1	1131	1	1131	0	1447
CDY23087	AT5G61090	78.023	1538	285	26	262	1770	455	1968	0	918
CDY23068	AT2G40550	95.726	117	5	0	170	286	167	283	3.11e-47	189
CDY23052	AT5G61600	82.511	669	79	22	111	769	84	724	1.29e-156	553
CDY23054	AT5G61580	90.506	1601	140	9	1	1598	1	1592	0	2104
CDY23033	AT3G49790	82.665	998	147	14	102	1089	120	1101	0	861
CDY23063	AT5G61500	90.446	942	71	4	4	933	8	942	0	1223
CDY23044	AT5G61680	87.637	1092	125	6	1	1082	1	1092	0	1260
CDY23012	AT2G02820	85.507	69	10	0	59	127	156	224	1.06e-12	73.1
CDY23092	AT5G60980	85.651	1352	146	27	61	1382	1	1334	0	1378
CDY23053	AT5G61590	89.445	559	53	3	32	590	41	593	0	701
CDY23086	AT5G61120	81.167	1200	187	25	223	1401	1	1182	0	928
CDY23049	AT5G61620	82.103	894	137	12	3	880	15	901	0	743
CDY23075	AT5G61250	85.688	1097	125	16	23	1091	17	1109	0	1127
CDY23051	AT5G61610	80.252	238	38	5	528	756	648	885	1.49e-41	171
CDY23060	AT5G61540	86.427	1083	129	10	1	1068	1	1080	0	1170
CDY23067	AT3G14930	83.448	145	15	4	546	690	939	1074	4.24e-28	126
CDY46011	AT1G75160	87.175	1193	146	5	1	1191	1	1188	0	1349
CDY46024	AT1G74910	89.937	795	80	0	1	795	1	795	0	1026
CDY46029	AT1G74730	86.815	584	75	2	12	594	15	597	0	651
CDY46026	AT1G19000	81.712	257	39	6	194	446	242	494	9.99e-53	207
CDY46014	AT1G19350	83.133	83	14	0	82	164	130	212	6.99e-14	76.8
CDY46017	AT1G75020	84.741	983	144	3	1	977	1	983	0	979
CDY46021	AT1G74960	88.641	1435	154	5	30	1464	201	1626	0	1738
CDY46009	AT1G75020	93.75	64	4	0	239	302	570	633	1.71e-19	97.1
CDY46012	AT1G75125	81.424	323	45	6	1	323	1	308	7.86e-66	250
CDY46015	AT1G75060	86.784	681	82	6	38	711	50	729	0	752
CDY65385	AT5G66390	90.553	995	94	0	10	1004	10	1004	0	1317
CDY65383	AT3G53210	84.892	695	95	7	12	704	366	1052	0	693
CDY65384	AT5G66360	85.29	707	104	0	106	812	157	863	0	730
CDY71530	AT5G01550	85.714	105	15	0	600	704	759	863	9.07e-24	111
CDY66248	AT2G04350	88.227	2098	245	2	70	2166	67	2163	0	2505
CDY66246	AT2G04410	86.957	207	24	1	310	516	7	210	1.7e-59	230
CDY66247	AT2G04400	87.186	1194	131	10	33	1209	21	1209	0	1338
CDY70164	AT3G48100	89.55	555	55	3	1	552	1	555	0	701
CDY67735	AT4G37640	83.711	485	59	10	7	471	751	1235	6.27e-123	440
CDY69933	AT4G33060	83.036	672	78	17	1	639	847	1515	6.3e-164	577
CDX76063	AT3G56050	84.46	1390	184	18	106	1479	127	1500	0	1341
CDX76141	AT3G54660	89.157	1494	162	0	73	1566	163	1656	0	1862
CDX76052	AT3G56240	88.85	287	26	3	4	284	7	293	3.43e-95	348
CDX76110	AT3G55280	87.527	465	58	0	1	465	1	465	2.13e-152	538
CDX75999	AT3G56590	86.176	1237	136	20	86	1306	107	1324	0	1304
CDX76170	AT3G54110	90.089	898	86	1	19	913	16	913	0	1162
CDX76227	AT3G53090	90.618	3432	319	1	1	3432	1	3429	0	4551
CDX76155	AT3G54270	85.744	961	136	1	235	1195	317	1276	0	1014
CDX76102	AT3G55370	80.702	969	118	28	196	1146	190	1107	0	689
CDX76215	AT3G53400	84.596	779	109	7	279	1050	627	1401	0	763
CDX76042	AT3G57240	80.325	615	110	9	11	621	14	621	3.7e-127	455
CDX76058	AT3G56180	89.739	614	63	0	1	614	1	614	0	785
CDX76001	AT3G56620	86.544	1085	143	1	1	1082	13	1097	0	1192
CDX76158	AT3G54240	87.749	1053	129	0	1	1053	1	1053	0	1230
CDX76224	AT3G53120	90.55	582	52	1	108	689	72	650	0	767
CDX76175	AT3G54030	88.356	1460	168	2	1	1459	1	1459	0	1753
CDX76085	AT3G55560	82.896	953	114	21	1	924	1	933	0	811
CDX76189	AT3G53780	88.973	1188	116	8	1	1176	1	1185	0	1454
CDX76145	AT3G54470	84.567	1432	213	5	1	1425	1	1431	0	1413
CDX76123	AT3G55070	88.942	1257	127	4	1	1245	1	1257	0	1541
CDX76200	AT3G53570	83.951	405	38	16	2	390	810	1203	1.22e-99	363
CDX76099	AT3G55400	88.309	1437	167	1	118	1554	202	1637	0	1722
CDX76057	AT3G56190	90.92	859	78	0	17	875	8	866	0	1155
CDX76068	AT3G55970	88.193	1101	121	5	1	1101	1	1092	0	1304
CDX76140	AT3G54610	86.456	1137	128	10	446	1578	593	1707	0	1223
CDX76250	AT3G52905	90.411	511	49	0	1	511	1	511	0	673
CDX76100	AT3G55390	89.73	185	19	0	4	188	551	367	3.27e-62	237
CDX76006	AT3G56700	87.385	650	75	5	120	767	213	857	0	739
CDX76070	AT3G55850	88.831	1719	192	0	1	1719	1	1719	0	2111
CDX76112	AT3G55260	89.191	1545	164	1	109	1653	85	1626	0	1925
CDX76223	AT3G53140	85.66	788	97	9	1	780	1	780	0	815
CDX76187	AT3G53830	87.01	1378	137	18	27	1362	42	1419	0	1515
CDX76076	AT3G55720	88.651	608	67	2	601	1207	694	1300	0	739
CDX76252	AT3G52870	85.26	1384	178	18	1	1371	1	1371	0	1402
CDX76153	AT3G54300	89.438	729	71	3	1	729	1	723	0	915
CDX76139	AT3G54690	85.583	978	141	0	40	1017	76	1053	0	1026
CDX76225	AT3G53110	85.003	1507	194	20	1	1491	1	1491	0	1502
CDX76240	AT3G53080	76.139	373	73	11	52	422	55	413	4.25e-45	182
CDX76137	AT3G54710	78.763	857	145	17	129	974	78	908	1.87e-152	540
CDX76130	AT3G54740	81.826	1117	152	20	129	1197	204	1317	0	891
CDX76134	AT3G54710	78.88	857	144	19	129	974	78	908	3.99e-154	545
CDX76216	AT5G03190	83.333	72	12	0	82	153	52	123	3.99e-11	67.6
CDX76259	AT1G49310	86.905	252	27	5	1	249	1	249	2.63e-74	278
CDX76154	AT3G54290	84.544	867	127	6	96	960	174	1035	0	852
CDX76092	AT3G55460	89.437	568	45	2	7	562	4	568	0	702
CDX76146	AT3G54460	88.319	2397	242	17	1258	3620	1690	4082	0	2841
CDX76173	AT3G54040	85.895	553	73	3	1	549	169	720	3.21e-166	584
CDX76247	AT3G52940	90.96	719	65	0	1	719	13	731	0	968
CDX76198	AT3G53610	92.006	638	51	0	1	638	1	638	0	896
CDX76094	AT3G55440	92.48	758	57	0	1	758	1	758	0	1085
CDX76171	AT3G54050	87.033	1257	142	9	1	1239	1	1254	0	1399
CDX76193	AT3G53710	83.345	1399	171	22	1	1356	1	1380	0	1236
CDX76144	AT3G54480	89.828	757	74	2	51	807	63	816	0	968
CDX76167	AT3G54140	88.343	875	100	2	7	880	4	877	0	1050
CDX76083	AT3G55605	82.854	799	99	21	1	783	1	777	0	682
CDX76218	AT3G53380	85.505	1090	158	0	936	2025	1050	2139	0	1138
CDX76156	AT3G54260	85.527	1147	131	13	1	1119	1	1140	0	1166
CDX76120	AT5G10470	94.872	78	4	0	1	78	3032	3109	3.24e-28	122
CDX76014	AT3G56850	83.527	431	68	1	386	816	467	894	1.89e-110	399
CDX76046	AT2G32300	85.876	793	92	15	1	780	1	786	0	826
CDX76097	AT3G55430	86.093	1359	177	5	1	1356	1	1350	0	1452
CDX76199	AT3G53600	82.375	539	70	11	1	525	1	528	1.51e-124	446
CDX76246	AT3G52960	83.688	705	100	9	1	690	1	705	0	651
CDX76043	AT3G57260	76.762	383	78	8	1	376	1	379	1.87e-51	204
CDX76002	AT3G56650	86.616	792	85	12	1	774	1	789	0	856
CDX76260	AT1G49300	94.271	192	11	0	47	238	290	481	4.16e-79	294
CDX76180	AT3G53990	87.891	479	58	0	1	479	1	479	3.71e-160	564
CDX76232	AT2G34470	88.286	461	39	1	64	524	379	824	2.44e-152	538
CDX75992	AT3G56400	82.933	750	107	13	15	758	6	740	0	656
CDX76192	AT3G53720	90.149	1279	123	3	1	1279	1252	2527	0	1661
CDX76210	AT5G20720	85.551	263	29	3	1	254	1	263	8.56e-71	267
CDX76019	AT3G56940	88.673	309	35	0	48	356	921	1229	3.72e-104	377
CDX76194	AT3G53700	86.558	2269	300	4	1	2268	1	2265	0	2495
CDX76147	AT3G54440	90.824	3324	296	5	1	3315	1	3324	0	4440
CDX76017	AT3G56891	84.277	318	50	0	1	318	1	318	5.2e-84	311
CDX76029	AT3G57010	92	50	4	0	21	70	582	631	4.4e-12	71.3
CDX76245	AT3G52970	87.445	1593	188	9	1	1587	1	1587	0	1823
CDX76214	AT5G60670	83.198	494	79	4	1	492	1	492	1.11e-125	449
CDX76257	AT1G49310	86.905	252	27	5	1	249	1	249	2.63e-74	278
CDX76018	AT3G56910	87.399	373	41	3	59	431	80	446	5.76e-118	424
CDX76165	AT3G54150	85.775	935	120	9	1	930	1	927	0	977
CDX76143	AT3G54490	84.323	421	66	0	336	756	282	702	2.24e-114	412
CDX76183	AT3G53940	85.844	883	115	9	176	1053	221	1098	0	929
CDX76023	AT3G56970	90.789	76	7	0	7	82	682	757	4.91e-22	102
CDX76233	AT5G17400	84.527	433	61	3	207	633	285	717	9.07e-118	424
CDX76151	AT3G54350	81.129	1240	160	33	88	1266	1	1227	0	926
CDX76166	AT5G44340	100	28	0	0	87	114	347	374	7.01e-07	52.8
CDX76003	AT3G56660	79.272	357	48	8	876	1207	1362	1717	5.53e-58	226
CDX76203	AT3G53550	80.858	303	46	11	827	1128	476	767	1.31e-58	228
CDX75987	AT3G56320	86.19	1231	165	3	1	1230	1	1227	0	1327
CDX76037	AT3G57050	89.769	1388	135	5	1	1386	1	1383	0	1770
CDX76121	AT3G55110	78.704	216	41	4	1	212	1	215	7.97e-32	139
CDX76116	AT3G55190	87.354	941	113	4	103	1041	4	940	0	1074
CDX76205	AT3G53540	85.183	1883	216	25	860	2703	917	2775	0	1873
CDX76113	AT3G55250	85.407	836	98	13	8	837	17	834	0	846
CDX76124	AT3G55050	82.835	1136	166	15	1	1108	1	1135	0	990
CDX76160	AT2G18680	79.592	392	67	12	298	684	250	633	5.96e-71	268
CDX76013	AT3G56810	80.938	1023	135	27	1	987	1	999	0	754
CDX76072	AT3G55800	91.73	1185	95	2	1	1185	1	1182	0	1642
CDX76249	AT3G52910	82.373	1163	127	35	1	1109	1	1139	0	941
CDX76242	AT3G53010	85.069	576	78	3	179	748	220	793	6.32e-165	580
CDX76222	AT3G53220	85.849	318	45	0	40	357	64	381	1.76e-92	339
CDX76098	AT3G55420	85.93	661	78	10	7	664	1	649	0	691
CDX76095	AT3G55440	92.247	761	59	0	1	761	1	761	0	1079
CDX76172	AT3G54040	85.971	556	70	5	1	552	169	720	2.5e-167	588
CDX76080	AT3G55646	85.613	424	61	0	5	428	17	440	1.22e-124	446
CDX76040	AT3G57130	85.071	911	89	25	1	865	487	1396	0	885
CDX75993	AT3G56490	94.103	390	23	0	1	390	55	444	3.72e-169	593
CDX76093	AT3G55450	83.837	1058	161	7	1	1050	1	1056	0	998
CDX76177	AT3G54010	91.613	1407	109	4	478	1878	451	1854	0	1936
CDX76248	AT3G52930	90.715	1077	100	0	1	1077	1	1077	0	1435
CDX76186	AT3G53850	87.554	466	56	2	1	465	1	465	2.13e-152	538
CDX76129	AT3G54750	84.407	1770	216	17	55	1779	16	1770	0	1685
CDX76152	AT3G54340	90.558	699	42	3	1	675	1	699	0	904
CDX76034	AT3G57030	88.235	136	15	1	3	137	300	435	5.17e-39	161
CDX76226	AT3G53100	88.868	1051	115	2	1	1050	1	1050	0	1291
CDX76101	AT3G55380	91.667	504	42	0	1	504	1	504	0	699
CDX76176	AT3G54020	91.628	872	73	0	1	872	1	872	0	1206
CDX76188	AT3G53820	86.408	412	53	1	8	416	8	419	3.32e-125	448
CDX76114	AT3G55240	94.444	288	16	0	1	288	1	288	2.87e-124	444
CDX76128	AT3G54760	85.446	852	104	13	1361	2208	1451	2286	0	869
CDX76054	AT4G27680	86.822	129	15	2	36	163	870	997	9.33e-34	143
CDX76045	AT3G57260	75.622	804	149	32	17	801	170	945	4.48e-97	355
CDX76118	AT3G55140	88.442	995	115	0	1	995	1	995	0	1201
CDX76038	AT3G57060	91.44	2313	198	0	1477	3789	1516	3828	0	3175
CDX76105	AT3G55330	86.207	696	87	5	1	690	1	693	0	745
CDX76148	AT3G54430	81.937	382	52	12	100	480	106	471	8.64e-83	307
CDY68740	AT1G04700	85.257	875	125	4	1714	2586	2254	3126	0	898
CDY65114	AT2G37730	84.476	1546	224	9	1	1532	1	1544	0	1511
CDY65117	AT2G37740	89.423	416	38	2	1	413	1	413	1.49e-146	520
CDY70156	AT5G04730	84.494	948	138	8	52	996	865	1806	0	928
CDY71230	AT4G01395	88.28	785	92	0	2	786	698	1482	0	941
CDY71352	AT3G20510	87.812	361	42	2	1	360	1	360	1.71e-117	422
CDY72400	AT4G38030	83.348	1159	159	15	52	1187	85	1232	0	1040
CDY28092	AT1G57590	80.64	1188	214	15	65	1244	140	1319	0	905
CDY28081	AT1G68750	84.004	1069	169	2	419	1486	1208	2275	0	1026
CDY28138	AT1G51880	75.735	1088	225	33	1	1070	55	1121	1.11e-143	510
CDY28102	AT1G49590	86.314	738	92	5	1	738	1	729	0	795
CDY28097	AT1G28200	79.343	213	24	13	1	194	1	212	1.76e-30	132
CDY28122	AT1G50000	86.324	914	87	17	1	910	4	883	0	961
CDY28124	AT1G50020	84.52	646	77	17	1	639	1	630	3.71e-176	617
CDY28090	AT1G49670	88.865	1877	204	3	1	1876	1	1873	0	2303
CDY28106	AT4G13920	79.372	223	46	0	264	486	177	399	8.35e-38	158
CDY28135	AT1G50030	91.815	7453	587	8	1	7437	1	7446	0	10362
CDY28105	AT1G42440	88.422	1952	209	11	376	2311	430	2380	0	2337
CDY28117	AT1G49975	87.532	393	46	3	1	393	1	390	2.39e-126	451
CDY28094	AT1G49660	80.357	952	168	9	1	935	1	950	0	704
CDY28119	AT1G49980	86.37	2025	225	28	1	1983	1	2016	0	2163
CDY28088	AT1G49710	85.899	1546	186	20	1	1518	1	1542	0	1618
CDY28121	AT1G49990	76.901	342	59	14	805	1133	871	1205	5.25e-43	176
CDY28143	AT1G50060	82.105	285	50	1	31	314	120	404	1.32e-63	243
CDY67079	AT5G60720	88.381	525	55	2	3	521	849	1373	1.08e-178	627
CDY68973	AT4G21790	86.457	731	88	6	6	735	63	783	0	791
CDY48933	AT3G61260	85.897	468	63	2	116	583	173	637	1.66e-139	496
CDY48917	AT3G61460	87.195	492	60	1	1	492	1	489	6.65e-158	556
CDY48936	AT3G61230	88.852	610	53	8	3	606	6	606	0	736
CDY48924	AT3G61380	86.301	730	100	0	1200	1929	1428	2157	0	795
CDY48915	AT1G03410	88.991	109	11	1	664	771	733	841	1.99e-30	134
CDY48913	AT3G61490	85.674	1431	190	8	1	1416	1	1431	0	1493
CDY48926	AT3G61360	83.949	1408	221	5	52	1458	94	1497	0	1343
CDY48921	AT3G61415	86.509	1060	114	15	1	1035	1	1056	0	1138
CDY48929	AT3G61300	84.01	2289	351	10	682	2961	637	2919	0	2185
CDY48934	AT3G61250	83.258	890	110	15	1	887	1	854	0	782
CDY48918	AT3G61450	83.946	816	107	6	1	813	1	795	0	760
CDY48931	AT3G61280	88.386	973	81	12	1	945	1	969	0	1142
CDY48938	AT3G61210	85.044	789	112	5	1	786	1	786	0	798
CDY48916	AT3G61400	83.453	139	23	0	15	153	975	1113	4.5e-30	130
CDY48919	AT3G61440	92.912	776	51	3	175	948	46	819	0	1125
CDY48923	AT2G45920	83.482	224	37	0	1085	1308	962	1185	5.56e-53	209
CDY70377	AT5G66700	84.763	676	86	6	4	675	25	687	0	662
CDY16794	AT5G62150	87.879	297	33	2	1	297	1	294	9.08e-95	346
CDY16765	AT2G25710	87.705	122	14	1	462	582	983	1104	8.89e-33	141
CDY16840	AT5G23100	80.549	437	62	16	22	436	10	445	6.6e-85	315
CDY16721	AT5G63490	89.519	1622	159	8	346	1963	1	1615	0	2043
CDY16804	AT5G61670	89.651	918	89	3	1	912	1	918	0	1164
CDY16825	AT5G61030	86.396	419	43	5	34	442	49	463	2.32e-124	446
CDY16761	AT5G62720	89.716	564	55	1	202	765	172	732	0	717
CDY16760	AT5G62770	77.489	462	71	17	1	438	1	453	2.29e-64	246
CDY16780	AT5G62280	86.821	736	71	13	1	735	1	711	0	798
CDY16759	AT5G62790	88.459	1499	141	17	12	1494	12	1494	0	1781
CDY16820	AT5G61170	92.647	340	25	0	115	454	85	424	6.05e-138	490
CDY16818	AT5G61230	86.966	468	61	0	24	491	21	488	5.71e-149	527
CDY16731	AT5G63200	91.082	1895	163	4	95	1986	59	1950	0	2558
CDY16751	AT5G62990	83.735	1494	219	16	1	1482	4	1485	0	1391
CDY16821	AT5G61150	84.765	1897	215	30	12	1868	9	1871	0	1834
CDY16754	AT5G62940	88.966	716	49	12	1	692	1	710	0	857
CDY16816	AT5G61330	86.887	1060	118	12	163	1213	280	1327	0	1168
CDY16750	AT5G63030	85.185	324	48	0	1	324	28	351	8.03e-91	333
CDY16733	AT5G63140	85.249	1166	153	11	1	1148	1	1165	0	1182
CDY16857	AT5G23540	91.154	927	82	0	1	927	1	927	0	1258
CDY16779	AT5G62360	89.328	506	51	2	91	596	106	608	1.24e-180	632
CDY16742	AT5G63070	87.815	476	47	7	12	477	9	483	3.64e-155	547
CDY16778	AT5G62370	89.412	85	9	0	1	85	409	493	2.45e-23	108
CDY16716	AT5G63550	83.202	1524	186	37	1	1459	1	1519	0	1332
CDY16817	AT5G61240	91.011	979	84	3	8	984	5	981	0	1317
CDY16782	AT5G62370	88.764	89	9	1	1	88	409	497	1.33e-23	108
CDY16831	AT5G60920	87.903	1364	163	2	1	1363	1	1363	0	1604
CDY16770	AT5G62560	82.297	1689	278	14	1	1677	1	1680	0	1443
CDY16855	AT5G23530	81.747	1019	164	15	1	1008	1	1008	0	832
CDY16828	AT3G19470	96.774	31	1	0	489	519	1110	1140	4.7e-06	52.8
CDY16758	AT5G62810	86.131	1406	159	25	91	1475	133	1523	0	1483
CDY16791	AT5G62170	80.738	488	45	26	1	453	1	474	8.43e-91	335
CDY16727	AT5G63400	91.817	721	59	0	3	723	21	741	0	1005
CDY16767	AT5G62600	91.655	2756	223	5	172	2922	124	2877	0	3808
CDY16838	AT5G23080	88.424	2341	231	18	1	2321	1	2321	0	2785
CDY16741	AT5G63070	88.025	476	46	7	12	477	9	483	7.82e-157	553
CDY16866	AT4G39160	79.739	844	116	32	818	1635	992	1806	1.66e-158	560
CDY16850	AT5G23400	86.117	1491	201	6	1	1488	283	1770	0	1602
CDY16757	AT5G62850	88.935	723	80	0	1	723	1	723	0	893
CDY16834	AT5G60890	84.083	867	117	13	1	852	1	861	0	817
CDY16734	AT5G63135	86.645	307	33	5	1	306	1	300	6.92e-91	333
CDY16799	AT5G61930	85.663	1116	140	11	131	1242	110	1209	0	1157
CDY16736	AT5G63110	87.899	1380	159	3	1	1379	1	1373	0	1616
CDY16805	AT3G23325	88.384	198	21	1	262	457	19	216	1.04e-61	237
CDY16762	AT5G62710	85.8	1824	235	5	1	1809	1	1815	0	1912
CDY16856	AT5G23535	91.875	480	39	0	1	480	1	480	0	671
CDY16735	AT5G63120	88.058	1792	180	10	1	1775	1	1775	0	2093
CDY16789	AT5G62190	83.815	1143	178	6	194	1334	227	1364	0	1079
CDY16719	AT5G63530	85.3	1034	124	18	1	1017	46	1068	0	1042
CDY16870	AT5G23890	84.735	2116	285	26	635	2722	734	2839	0	2084
CDY16839	AT5G23090	90.989	455	41	0	1	455	1	455	3.79e-175	614
CDY16747	AT5G63050	84.004	1044	158	6	1	1041	1	1038	0	994
CDY16752	AT5G62960	89.847	1044	88	11	10	1041	7	1044	0	1325
CDY16768	AT5G62580	82.656	911	139	7	6	899	9	917	0	789
CDY16844	AT5G23300	87.41	1390	155	11	1	1377	1	1383	0	1580
CDY16726	AT5G63410	87.092	2022	248	5	1	2011	1	2020	0	2276
CDY16740	AT5G63080	84.125	1411	159	34	1	1386	1	1371	0	1304
CDY16858	AT5G23550	90.875	537	40	4	1	537	1	528	0	712
CDY16812	AT5G61550	85.682	1348	181	8	727	2074	796	2131	0	1410
CDY16865	AT5G23730	87.936	1119	120	6	1	1116	1	1107	0	1304
CDY16851	AT5G23420	83.045	578	78	11	108	675	81	648	9.53e-143	507
CDY16824	AT5G61050	83.156	659	103	5	20	671	101	758	1.83e-169	595
CDY16862	AT5G23630	90.487	3038	268	7	469	3488	502	3536	0	3989
CDY16874	AT5G23950	82.353	578	75	10	1	578	1	551	6.8e-134	477
CDY16737	AT5G63100	83.102	864	133	8	61	913	97	958	0	774
CDY16848	AT2G21590	86.7	203	22	1	17	219	1213	1410	3.95e-57	220
CDY16746	AT5G63060	90.395	354	34	0	412	765	439	792	1.72e-130	466
CDY16730	AT5G63290	85.646	1463	190	14	1	1453	1	1453	0	1520
CDY16772	AT1G51240	80.412	97	19	0	10	106	10	106	6.34e-13	75
CDY16814	AT5G61510	87.912	273	33	0	1	273	778	1050	1.32e-87	322
CDY16798	AT5G62000	87.508	1601	190	8	253	1851	148	1740	0	1840
CDY16788	AT5G62200	83.748	523	76	5	48	567	57	573	9.64e-137	486
CDY16871	AT5G23900	85.413	617	90	0	1	617	1	617	0	641
CDY16786	AT5G62250	89.136	1620	150	15	1	1604	1	1610	0	1993
CDY16738	AT5G63090	86.702	564	39	14	1	531	1	561	5.16e-169	593
CDY16802	AT5G61770	86.081	1013	123	12	1	1001	1	1007	0	1074
CDY16842	AT5G08330	85.648	216	31	0	30	245	75	290	7.42e-59	228
CDY16785	AT5G62260	81.048	1240	149	45	1	1179	1	1215	0	909
CDY16787	AT5G62240	79.711	1109	155	25	25	1089	52	1134	0	737
CDY16873	AT5G23920	85.905	674	80	10	1	665	1	668	0	704
CDY16717	AT5G63540	84.751	964	116	12	1007	1950	1034	1986	0	937
