Bnapus_genes	top2_bitscore_diff
CDY50326	834
CDY50323	1088
CDY50324	824
CDY65160	217.9
CDY45116	818
CDY45117	360
CDY45122	1519.3
CDY45126	59
CDY45119	44
CDY01272	159
CDY01236	692
CDY01224	111
CDY01227	92
CDY01268	538
CDY01279	390
CDY01226	2
CDY01230	39
CDY01290	99
CDY01229	61
CDY67906	72
CDY52155	100
CDY69601	377
CDX78402	358
CDX78393	285
CDX78739	927
CDX78691	161
CDX78372	355
CDX78579	672
CDX78498	2082
CDX78658	693
CDX78407	484
CDX78384	16.6
CDX78450	105
CDX78414	1644
CDX78614	1023
CDX78382	772
CDX78376	109
CDX78690	232
CDX78347	6
CDX78350	6
CDX78765	20
CDX78667	2094
CDX78365	596
CDX78529	818
CDX78379	870
CDX78778	580
CDX78686	57
CDX78738	488
CDX78540	209
CDX78394	919
CDX78381	166
CDX78736	127
CDX78291	343
CDX78521	96
CDX78289	1003
CDX78721	16
CDX78557	681
CDX78700	15
CDX78304	331
CDX78374	501
CDX78388	796.8
CDX78605	1040
CDX78518	35
CDX78285	195
CDX78654	423
CDX78442	78
CDX78550	3564
CDX78675	532
CDX78334	1391.7
CDX78344	332
CDX78604	1320
CDX78486	107
CDX78625	460
CDX78389	508
CDX78288	582
CDX78516	1721
CDX78468	416
CDX78768	13
CDX78327	285
CDX78387	474
CDX78378	548
CDX78525	207
CDX78482	482
CDX78722	898
CDX78598	407
CDX78487	110
CDX78774	13
CDX78749	2980.2
CDX78309	827
CDX78633	1457
CDX78564	617
CDX78287	700
CDX78576	890
CDX78333	417
CDX78653	846
CDX78520	20
CDX78703	1260
CDX78646	105
CDX78497	126
CDX78342	583
CDX78465	1447
CDX78581	227
CDX78607	942
CDX78432	578
CDX78293	310
CDX78471	823
CDX78767	698
CDX78460	0
CDX78318	682
CDX78412	4
CDX78707	545
CDX78694	563
CDX78771	13
CDX78650	650
CDX78413	117
CDX78776	28
CDX78507	913
CDX78770	5
CDX78415	997
CDX78734	593
CDX78773	0
CDX78351	7
CDX78708	509
CDX78346	436
CDX78377	68
CDX78401	349
CDX78631	531
CDX78672	306
CDX78375	77
CDX78599	207
CDX78670	316
CDX78606	1489.8
CDX78619	17
CDX78313	43
CDX78561	604
CDX78370	393
CDY38953	40.5
CDY38920	13
CDY38947	834
CDY38924	130
CDY38952	87
CDY38958	209
CDY38935	478
CDY38938	277
CDY38959	722
CDY38923	947
CDY38955	135
CDY38925	282
CDY67159	23
CDY51262	26
CDY51259	133
CDY53847	1178
CDY64180	343
CDY39298	35
CDY39264	22
CDY39268	90
CDY39291	9
CDY39267	35
CDY39258	921
CDY39274	901
CDY39272	1819
CDY39281	2138
CDY39286	3039
CDY39263	24
CDY39252	233
CDY39261	1067
CDY39269	39
CDY33612	684
CDY43824	809
CDY43826	164
CDY43829	838
CDY43841	171
CDY43844	511
CDY43814	83
CDY43837	108
CDY67983	56
CDY67488	37
CDY68923	24
CDY27703	553
CDY27691	17
CDY27651	111
CDY27666	811
CDY27668	809
CDY27682	522
CDY27692	3
CDY27699	1468
CDY27669	1407
CDY27701	186
CDY27677	3553
CDY46682	91
CDY46659	6
CDY46690	486
CDY46668	347
CDY46687	336
CDY46684	42
CDY46683	296
CDY46678	108
CDY46653	842
CDY46689	654
CDY46680	343
CDY46663	76
CDY46667	168
CDY04944	434
CDY04945	57
CDY04974	228
CDY05012	175
CDY04942	4183
CDY04832	98
CDY04949	1748
CDY04843	28
CDY04855	1196
CDY04998	1852
CDY04924	257
CDY05010	431
CDY04958	545
CDY04994	1339
CDY04960	1191
CDY04916	435
CDY04847	495
CDY04891	1035.2
CDY04848	1413.9
CDY04959	11
CDY04898	70
CDY05017	663
CDY05000	460
CDY04967	226
CDY04941	305
CDY04874	31
CDY04946	737
CDY04887	344
CDY04837	16
CDY04822	1880
CDY04929	201
CDY04833	264
CDY04934	1746.7
CDY04984	336
CDY05015	146
CDY04952	1056
CDY48010	114
CDY48007	62
CDY48019	1813
CDY48008	464
CDY48013	344
CDY14805	556
CDY14758	526
CDY14745	403
CDY14750	276.4
CDY14738	435
CDY14757	0
CDY14830	558
CDY14841	295
CDY14803	106
CDY14748	225
CDY14787	1591.3
CDY14813	87
CDY14800	50
CDY14870	1573
CDY14747	655
CDY14818	998.6
CDY14867	737
CDY14755	2791
CDY14815	257.9
CDY14772	358
CDY14779	912
CDY14808	312
CDY14773	812
CDY14840	155
CDY14761	304
CDY14781	1223
CDY14793	1089
CDY14777	1405
CDY14843	399
CDY14762	375
CDY14842	408
CDY14754	2278
CDY64943	1202
CDY64941	372
CDY64938	332
CDY46972	44
CDY46964	1330
CDY46974	906
CDY46970	52
CDY46948	949
CDY46956	31
CDY46950	1603
CDY46968	120
CDY46962	1021
CDY46955	2
CDY46942	7
CDY66303	394.6
CDY66301	9
CDY66299	522
CDY55591	1760
CDY23632	22
CDY23644	1560
CDY23587	212
CDY23562	1548
CDY23561	159
CDY23613	302
CDY23614	135
CDY23576	37
CDY23640	624
CDY23597	803
CDY23589	450
CDY23580	105
CDY23625	576
CDY23637	3010
CDY23605	86
CDY23591	404
CDY23628	362
CDY23599	242
CDY23557	203
CDY23564	787
CDY23595	719
CDY23565	242
CDY23630	1527
CDY66767	587
CDY66768	83
CDY68858	27
CDY67480	114
CDY20046	1416
CDY19957	271
CDY20033	489
CDY20053	467
CDY20003	756
CDY19953	39
CDY20064	774
CDY20021	83
CDY20008	9.2
CDY20018	28
CDY20059	236
CDY19951	131
CDY20020	301
CDY20039	70
CDY20022	96
CDY19947	2225
CDY19932	126
CDY20015	159
CDY20045	1258
CDY19984	213.5
CDY20036	473
CDY20035	28
CDY20010	205
CDY20049	1024
CDY19956	86
CDY19992	183
CDY19950	140
CDY20055	61
CDY20026	942
CDY19938	87
CDY69223	477
CDY44749	598
CDY61576	166
CDY48700	496
CDY48699	1120
CDY48701	209
CDY48695	328
CDY03865	827
CDY03902	453
CDY03878	511
CDY03910	22
CDY03914	150
CDY03899	772
CDY03844	226
CDY03912	11
CDY03849	674
CDY03859	707
CDY03913	100
CDY03864	155
CDY03900	885
CDY03963	102
CDY03958	78
CDY67682	292
CDY55650	528
CDY43620	587
CDY43626	7.40000000000001
CDY49856	812
CDY49854	1191
CDY49857	133
CDY49858	620
CDY49864	210
CDY56424	868
CDY56427	332
CDY67926	560
CDY48795	425
CDY48797	545
CDY57128	805
CDY67597	66
CDY17841	31.3
CDY33113	573
CDY33096	26
CDY33101	493
CDY33124	202
CDY33121	345
CDY33111	1911
CDY63395	11
CDY44784	60
CDY44803	68
CDY44761	105
CDY44807	1003
CDY44783	61
CDY44762	179
CDY44793	339.2
CDY44780	29
CDY44764	296
CDY53261	33
CDY53259	1.8
CDY53263	2
CDY53262	134.7
CDY53253	689
CDY53266	0
CDY53260	49.6
CDY53267	11
CDY53250	742
CDY53264	170.8
CDY53265	0
CDY65436	545
CDY70967	13
CDY58256	210
CDY47327	1167
CDY47335	6
CDY06221	670
CDY06194	236
CDY06197	66
CDY06287	0
CDY06263	167
CDY06289	0
CDY06328	987
CDY06198	307
CDY06223	394
CDY06299	129
CDY06290	11
CDY06269	22
CDY06318	495
CDY06182	1202
CDY06260	796
CDY06226	488
CDY06304	290
CDY06236	343
CDY06257	102
CDY06262	33
CDY06220	43
CDY06363	918
CDY06251	232
CDY06173	523
CDY06279	22
CDY06280	16
CDY06277	127
CDY06184	250.9
CDY06309	1807.5
CDY06292	775
CDY06204	620
CDY06365	373
CDY06371	11
CDY06293	38
CDY06300	798
CDY06343	543
CDY06180	105
CDY06270	2652
CDY06313	858
CDY06268	23
CDY06237	439
CDY06192	46
CDY06288	6
CDY06167	2369
CDY06185	467
CDY06271	681
CDY06150	162
CDY06195	55
CDY06298	141
CDY06302	94
CDY71070	11
CDY66853	458
CDY65729	364
CDY13093	8
CDY13094	1
CDY13113	612
CDY13045	663
CDY13124	240
CDY13109	268
CDY13076	56.8
CDY13138	0
CDY13108	691
CDY13130	718
CDY13105	554
CDY13132	256
CDY13127	615
CDY13057	606
CDY13078	1525
CDY13065	205
CDY13053	783
CDY13104	602
CDY13118	338
CDY13126	467
CDY13140	1189
CDY13047	208
CDY13043	499
CDY13046	220
CDY13128	375
CDY58134	66
CDY50255	43
CDY50254	126
CDY50258	0
CDY64784	456
CDY70620	861
CDY65689	3008
CDY71778	497
CDY67054	482
CDY68499	89
CDY66930	22
CDY55066	247
CDY55064	461
CDY55065	1376
CDY68283	45.9
CDY61388	169
CDX99490	90
CDX99411	220
CDX99430	221
CDX99479	585
CDX99401	850
CDX99359	329
CDX99488	242
CDX99378	714
CDX99403	92
CDX99493	2
CDX99494	1099
CDX99413	796
CDX99387	726
CDX99399	599
CDX99448	961
CDX99379	0
CDX99436	109
CDX99438	388
CDX99429	12.9
CDX99358	484
CDX99365	822
CDX99371	286
CDX99486	301
CDX99390	18
CDX70053	465
CDX69485	613
CDX69407	885
CDX69832	205
CDX70315	332
CDX69638	151
CDX69827	526
CDX70074	1103.6
CDX69686	1273
CDX70116	17
CDX69579	250
CDX70008	112
CDX69561	676.8
CDX69645	123
CDX69723	30
CDX70283	411.1
CDX70038	251
CDX70077	461
CDX70263	807
CDX69632	821
CDX69912	280
CDX69940	1756
CDX70194	1281
CDX70295	238
CDX69504	716
CDX70206	50
CDX69874	246
CDX70336	51
CDX70041	368
CDX69991	933
CDX69522	360
CDX70164	163
CDX70189	2059
CDX69449	346
CDX69707	255
CDX70301	355
CDX69817	185
CDX69853	310
CDX70229	460
CDX70087	1306
CDX70129	209
CDX69850	411
CDX70009	386
CDX70102	1269
CDX70013	827
CDX69521	510
CDX69987	539
CDX70058	98
CDX69413	281
CDX69497	555
CDX69600	659
CDX70341	449
CDX69668	1452
CDX69775	63
CDX69713	1098
CDX69852	150
CDX70227	1016
CDX69948	623
CDX69747	2888
CDX70028	273
CDX69700	374
CDX70019	249
CDX70316	485
CDX69826	436
CDX69418	458
CDX69566	219
CDX69861	1142.1
CDX70178	129
CDX69757	1211
CDX70151	122
CDX69715	0
CDX69778	581
CDX69888	16
CDX69897	6
CDX70114	0
CDX70192	421
CDX69410	580
CDX70290	935.9
CDX70060	248
CDX70015	624
CDX70264	1003
CDX70154	54
CDX69802	584
CDX69885	510
CDX70190	51
CDX69836	750
CDX69489	126
CDX69813	784
CDX70037	50
CDX69567	327
CDX69784	347
CDX69416	127
CDX69594	652
CDX70011	676
CDX69981	489
CDX70293	797
CDX69726	9
CDX69669	820
CDX70010	1854
CDX69690	421
CDX70179	889
CDX69919	506
CDX70322	1
CDX69891	381
CDX69741	217
CDX70025	1134
CDX70286	1717
CDX70309	273
CDX70339	194
CDX70109	1645
CDX70180	406
CDX69581	759
CDX69803	362
CDX69724	30
CDX70255	269
CDX69935	124
CDX69408	20
CDX70216	871
CDX69500	310
CDX69848	421
CDX69902	342
CDX69516	1084
CDX69546	1146.5
CDX70136	212
CDX69947	100
CDX70032	17
CDX70016	50
CDX69928	6
CDX69447	722
CDX69733	52
CDX69966	911
CDX69812	437
CDX69425	639
CDX69858	251
CDX70133	2028
CDX69841	43
CDX69777	9
CDX69936	336
CDX69834	543
CDX69893	929
CDX69957	438
CDX69532	508
CDX69634	628
CDX69994	434
CDX70027	648
CDX69629	1662
CDX70128	473
CDX69459	211
CDX70335	711
CDX69878	366
CDX69406	185
CDX70244	1105.9
CDX69584	711
CDX69993	198
CDX69479	351
CDX69782	683
CDX70333	310
CDX69464	506
CDX69918	464
CDX69409	862
CDX69965	1210
CDX69492	287
CDX70201	94
CDX69477	290
CDX69421	651
CDX70218	467
CDX70120	1097
CDX69876	691
CDX69892	1236
CDX69391	944
CDX70026	739
CDX69735	626
CDX70142	329
CDX69933	28
CDX70124	372.9
CDX70277	201
CDX69550	729
CDX69929	77
CDX69540	1340
CDX69507	503.9
CDX70209	696
CDX69955	1006
CDX70149	519
CDX70117	48
CDX70049	214
CDX70098	455.4
CDX69907	914
CDX70195	183
CDX69693	674
CDX69510	134
CDX69697	153
CDX69938	465
CDY53379	289
CDY53380	822
CDY71002	23
CDY43744	1039
CDY43753	334
CDY43739	362
CDY43723	66
CDY61260	116
CDY61257	153
CDY61256	76
CDY61251	229
CDY63072	780.9
CDY72611	349
CDY66980	528
CDY41282	443
CDY41268	177.2
CDY41241	4
CDY41244	39
CDY41286	931
CDY41258	626
CDY41240	34.9
CDY41246	672
CDY41273	565
CDY41287	115
CDY41274	593
CDY41285	415
CDY41245	253
CDY41259	853
CDY41247	52
CDY41272	205
CDY41280	543
CDY41242	16
CDY41283	535
CDY41243	159
CDY41248	65
CDY68930	336
CDY51069	316
CDY51075	124
CDY17979	1085
CDY17962	20
CDY18020	0
CDY17982	488.5
CDY18032	623
CDY17963	220
CDY17949	536
CDY18013	1674
CDY18018	879
CDY18029	4
CDY17954	0
CDY18023	53
CDY18015	2
CDY18016	11
CDY45678	94
CDY45703	515
CDY45675	1588
CDY45704	439
CDY66807	177
CDY67913	1115
CDY54716	110
CDY69475	1038
CDY72062	329
CDY37008	488
CDY36996	96
CDY37001	452
CDY37010	369
CDY49264	565
CDY49281	212
CDY49288	953
CDY46742	496
CDY46743	785
CDY46758	39
CDY46773	405
CDY46771	89
CDY46759	26
CDY46766	66
CDY46752	47
CDY46763	179
CDY60941	153
CDX99866	55
CDX99823	5
CDX99800	107
CDX99836	5
CDX99860	1745
CDX99819	76
CDX99817	28
CDX99828	712
CDX99830	48
CDX99824	43
CDX99831	473
CDX99791	349
CDX99859	394
CDY50991	584
CDY51006	351
CDY51005	670
CDY50990	1387
CDY51002	778.6
CDY68365	414
CDY71548	242
CDY66084	602
CDY69922	7.39999999999999
CDY36717	242
CDY36711	371
CDY36723	22
CDY36712	0
CDY36722	17
CDY40501	204
CDY40487	1306
CDY40481	948
CDY40500	249
CDY40502	1073
CDY40482	24
CDY26100	495
CDY26065	50
CDY26107	0
CDY26128	135
CDY26067	122
CDY26102	227
CDY26129	772
CDY26077	244
CDY26148	227
CDY26131	9
CDY26140	933
CDY26092	118
CDY26090	131
CDY69721	152
CDY55523	9
CDY55533	110
CDY55528	266
CDY41632	809
CDY41644	363
CDY41653	343
CDY41654	314
CDY51715	102
CDY51722	645
CDY69999	470
CDY62272	1108
CDY35456	22
CDY35454	831
CDY35460	708.8
CDY49185	59
CDY38066	264
CDY38073	44
CDY69522	412
CDY63173	189
CDY63170	59
CDY55876	860
CDY68725	261
CDY65042	314
CDY67148	7
CDY08843	598
CDY08808	428
CDY08824	136
CDY08717	1062
CDY08767	909
CDY08848	583
CDY08854	1394
CDY08791	1788
CDY08727	122
CDY08807	703
CDY08821	255
CDY08844	289.2
CDY08759	1065
CDY08772	733
CDY08751	18
CDY08750	0
CDY08829	413
CDY08748	875
CDY08775	455
CDY08835	801
CDY08804	61
CDY08734	521
CDY08764	1592
CDY08746	245
CDY08729	377
CDY08756	701
CDY08815	616
CDX79333	678
CDX79419	3597
CDX79425	3161
CDX79363	777
CDX79230	799.5
CDX79395	906
CDX79277	185
CDX79383	1126
CDX79404	1470
CDX79307	476
CDX79320	888
CDX79328	2770
CDX79348	610
CDX79250	111
CDX79272	109
CDX79253	373
CDX79207	268.8
CDX79260	353
CDX79196	744
CDX79322	237
CDX79229	1106
CDX79263	98
CDX79257	404
CDX79269	963.2
CDX79421	40
CDX79261	128
CDX79400	2024
CDX79353	1282
CDX79358	0
CDX79389	231
CDX79286	798
CDX79186	22
CDX79347	842
CDX79324	454
CDX79184	262
CDX79216	148
CDX79414	31
CDX79384	33
CDX79305	572.1
CDX79244	734
CDX79350	655.5
CDX79344	312
CDX79424	203
CDX79394	416
CDX79323	386
CDX79213	256
CDX79240	255
CDX79313	342.5
CDY72626	321
CDY10530	290
CDY10617	83
CDY10544	118
CDY10565	449
CDY10582	518.2
CDY10508	72
CDY10607	94
CDY10602	130
CDY10547	750
CDY10603	966
CDY10557	362
CDY10539	26
CDY10512	187
CDY10586	469
CDY10549	671
CDY10540	1948
CDY10509	9
CDY10528	838
CDY10502	771.1
CDY31928	7
CDY31909	393
CDY58121	1051
CDY62026	108.9
CDY68789	34
CDY62097	732
CDY58759	665
CDY58757	340
CDY23226	33
CDY23177	903
CDY23223	55
CDY23227	1069
CDY23176	1250.1
CDY23209	1018
CDY23167	47
CDY39033	3.7
CDY39066	144
CDY39032	3.7
CDY39057	168
CDY39039	812
CDY39043	220
CDY39074	22
CDY39044	18
CDY39059	351
CDY39071	1268
CDY39063	5
CDY39046	2706
CDY39069	678.8
CDY59571	105
CDY39241	1374
CDY39213	545
CDY39227	3
CDY39200	249
CDY39194	22
CDY39222	228
CDY39212	539
CDY39209	22
CDY39224	905
CDY39211	1306
CDY39195	11
CDY39189	94
CDY42276	609
CDY42279	710
CDY42292	1302
CDY42295	6
CDY42266	533
CDY42294	6
CDY42324	55
CDY70259	33
CDY54345	1504
CDY68050	485
CDY70605	25.9
CDY67241	439
CDY59642	147
CDY59641	45
CDY59645	17
CDY52941	232
CDY64008	921
CDY52324	866
CDY52320	85
CDY70287	410
CDY50785	107
CDY50789	329
CDY53708	269
CDY53704	98
CDY65486	28
CDY14418	512
CDY14419	1081
CDY14499	656
CDY14415	661
CDY14482	116
CDY14457	951
CDY14413	199
CDY14443	137
CDY14478	4
CDY52141	4153
CDY40187	37
CDY40183	96
CDY40167	212
CDY40171	164
CDY40188	29
CDY40175	252
CDY40177	270
CDY40165	268
CDY40186	18
CDY40164	274.7
CDY40181	703
CDY40185	18
CDY40179	198
CDY40182	15
CDY54928	695
CDY54926	848
CDY67258	371
CDY52827	37
CDY52832	51
CDY52825	130
CDY52831	9
CDX93542	879
CDX93489	11
CDX93512	198
CDX93651	384
CDX93530	157
CDX93600	20
CDX93601	1182
CDX93594	2250.2
CDX93560	1009
CDX93588	912
CDX93417	4
CDX93424	255
CDX93694	10
CDX93575	792
CDX93591	128
CDX93525	190
CDX93681	558
CDX93702	266
CDX93494	268
CDX93562	233
CDX93471	417
CDX93628	105
CDX93519	506
CDX93420	149
CDX93574	866
CDX93524	650
CDX93639	401
CDX93673	1769
CDX93620	779
CDX93425	639
CDX93660	3320
CDX93581	339
CDX93479	452
CDX93695	414
CDX93422	108.9
CDX93478	124
CDX93454	384
CDX93441	737
CDX93666	100
CDX93520	96
CDX93645	325
CDX93496	464
CDX93409	114.4
CDX93629	24
CDX93604	28
CDX93672	129
CDX93486	966
CDX93579	454
CDX93655	502
CDX93568	55
CDX93592	111
CDX93653	430
CDX93447	369
CDX93477	0
CDX93497	0
CDX93411	1191
CDX93442	2093
CDX93630	22
CDX93616	22
CDX93504	303
CDX93671	986
CDX93393	1344
CDX93396	506
CDX93469	851
CDX93706	548.1
CDX93517	455
CDX93656	317
CDX93426	288
CDX93641	146
CDX93704	546.1
CDX93430	1223
CDX93686	100
CDX93618	671.3
CDX93598	270
CDY70137	39
CDY13257	938
CDY13275	27
CDY13251	1621
CDY13237	54
CDY13281	733
CDY13260	558
CDY13283	153
CDY13268	68
CDY13280	1090
CDY13241	407
CDY13284	163
CDY13255	510
CDY13278	709
CDY13253	1191
CDY13276	30
CDY21254	384
CDY35055	102
CDY35093	1033
CDY35113	338
CDY35136	1487
CDY35138	111
CDY35091	144
CDY35094	298
CDY35106	401
CDY35082	271
CDY35084	692
CDY35089	1479
CDY35066	473
CDY35092	41
CDY35126	96
CDY35041	272
CDY35135	1272
CDY35076	586
CDY35044	626
CDY35043	118
CDY35080	344
CDY35054	149
CDY35073	571
CDY35112	116
CDY35048	63
CDY35058	611
CDY35111	486
CDY35116	1465
CDY66251	426
CDY27257	194
CDY27211	658
CDY27228	602
CDY27273	221
CDY27213	415
CDY27202	177
CDY27239	373
CDY27197	94
CDY27267	209
CDY27235	604
CDY27246	203
CDY27250	946
CDY27251	955
CDY27179	249
CDY27207	1506.3
CDY27178	114
CDY27237	715
CDY27173	27
CDY27241	1352
CDY27172	1012
CDY27268	11
CDY27259	71
CDY27175	27
CDY27236	772
CDY27247	154
CDY27254	519
CDY34018	1204
CDY34005	1372
CDY34011	1605
CDY34000	104
CDY34045	1034
CDY34032	77
CDY34009	9
CDY34004	194
CDY34025	936
CDY34019	1199
CDY34029	0
CDY34022	18
CDY34028	0
CDY69826	921
CDY20938	945
CDY20917	207
CDY20905	144
CDY20935	439
CDY20923	836
CDY20892	312
CDY20902	1246
CDY70000	24
CDY70001	5.60000000000001
CDY61874	538
CDY34543	207
CDY34533	43
CDY34547	49
CDY34536	504
CDY34530	162
CDY43185	279
CDY43197	6
CDY43207	240
CDY43194	413
CDY43187	489
CDY43198	28
CDY43189	185
CDY54269	9
CDY69767	151
CDY53966	502
CDY56040	84
CDX91270	55
CDX91317	700
CDX91293	397
CDX91228	140
CDX91265	299
CDX91319	38
CDX91322	73
CDX91226	105
CDX91326	508
CDX91229	26
CDX91318	1413
CDX91325	87
CDX91225	587
CDX91224	260
CDY66846	572
CDY66847	1348
CDY52373	1110
CDY52378	8
CDY46578	314
CDY46577	416
CDY68445	28
CDY65894	34
CDY62149	94
CDY62148	279
CDY53667	410
CDY70466	367
CDY43705	286
CDY43707	358
CDY71233	66
CDY18626	1741
CDY18701	66
CDY18615	159
CDY18587	530
CDY18581	285
CDY18673	174
CDY18616	290
CDY18706	637
CDY18674	941
CDY18689	299
CDY18705	1597
CDY18716	1125
CDY18611	413
CDY18719	1252
CDY18625	752
CDY18707	294
CDY18628	384
CDY18629	1915
CDY18606	79
CDY18676	155
CDY18693	503
CDY18683	511
CDY18657	395
CDY18591	2447
CDY18696	1361
CDY63910	239
CDY58147	65
CDY71207	103
CDY56327	445
CDY56318	1533
CDY56330	373
CDY56320	146
CDY70689	61
CDY55397	360
CDY55390	589
CDY55389	2172
CDY55398	189
CDY45775	456
CDY45781	515
CDY45768	122
CDY45771	174
CDY45773	586
CDY45790	481
CDY52648	388
CDY52649	458
CDY52645	1858.8
CDY38984	596
CDY38987	0
CDY33678	18
CDY33651	833
CDY33634	362
CDY33672	37
CDY33628	151
CDY33650	1136
CDY33673	334
CDY33659	339
CDY33675	83
CDY33669	22
CDY33637	440
CDY33668	15
CDY33636	1112
CDY33660	250
CDY70750	573
CDY68864	315
CDY27473	112
CDY27457	156
CDY27530	1852
CDY27507	813
CDY27526	63
CDY27459	242
CDY27501	2229
CDY27506	203
CDY27515	486
CDY27465	14
CDY27480	182.6
CDY27513	83
CDY27522	561
CDY27524	912
CDY27476	511
CDY27510	866
CDY27521	370
CDY27487	18
CDY27481	278
CDY27500	600
CDY27469	271
CDY04265	502
CDY04247	867
CDY04199	1873
CDY04209	24
CDY04232	580
CDY04261	139
CDY04200	441
CDY04290	252
CDY04283	301
CDY37934	647
CDY37941	188
CDY37942	969
CDY47951	134
CDY14686	818
CDY14691	98
CDY14654	113
CDY14712	223
CDY14705	1646
CDY14673	55
CDY14672	463
CDY14715	4
CDY14687	9
CDY14727	1119
CDY14670	24
CDY14709	528
CDY14671	57
CDY14693	329
CDY14704	134
CDY69827	859
CDY46821	744
CDY46794	39
CDY46828	163
CDY46820	1215
CDY46817	173
CDY69533	506
CDY37852	34
CDY37824	4
CDY37849	501.8
CDY37851	464.9
CDY37840	855
CDY37846	24
CDY37834	729
CDY37857	1972
CDY37808	465
CDY35751	2749.6
CDY35733	247
CDY35757	255
CDY35730	1497
CDY35752	373
CDY65535	1033
CDY65534	165
CDX89446	442
CDX89552	214
CDX89533	4
CDX89451	3047
CDX89484	552
CDX89494	133
CDX89442	329
CDX89585	4
CDX89576	838
CDX89503	1047
CDX89544	879
CDX89600	6
CDX89500	1174
CDX89470	0
CDX89539	988
CDX89561	290
CDX89583	4
CDX89582	37
CDX89554	46
CDX89455	28
CDX89511	650
CDX89521	698
CDX89453	449
CDX89581	55
CDX89540	116
CDX89531	260
CDX89467	835.6
CDY70516	862
CDY70444	536
CDY67839	307
CDY72091	1023
CDY72297	524
CDY60925	38
CDY04551	596
CDY04556	46
CDY04508	0
CDY04525	4414
CDY04576	700
CDY04584	648
CDY04517	1721
CDY04513	237
CDY04515	2128.3
CDY04567	2781
CDY56238	183
CDY56248	684
CDY56247	210
CDY69836	333
CDY35202	229
CDY35188	266
CDY35218	387
CDY35211	3043
CDY35220	143.3
CDY35187	606
CDY35256	522
CDY35198	1088
CDY35195	415
CDY35223	67
CDY35245	275
CDY35232	142
CDY35247	1235
CDY35229	70
CDY35214	973
CDY35224	23
CDY35203	580
CDY60775	1626
CDY60778	301
CDY59958	61
CDY18343	151
CDY18312	347
CDY18309	277
CDY18321	2430
CDY18345	256
CDY18337	429
CDY18322	37
CDY57144	85
CDY57143	399
CDY57148	452
CDY69253	711
CDY71959	479
CDY06035	139
CDY05966	329.6
CDY05999	3
CDY06011	320
CDY06043	221
CDY06053	227
CDY06107	1413
CDY06114	1263
CDY06138	271
CDY06094	376
CDY06037	336
CDY06081	44
CDY06112	634
CDY06083	1053
CDY06074	410
CDY06102	144
CDY06002	343
CDY05979	259
CDY06070	240
CDY05989	393
CDY06095	716.2
CDY06054	287
CDY06022	469
CDY06142	246
CDY06125	536
CDY06046	6
CDY06111	258
CDY06024	89
CDY06098	1629
CDY06061	20
CDY06096	79
CDY05975	591
CDY06044	78
CDY06045	28
CDY06103	772
CDY05962	437
CDY06100	533
CDY06048	412
CDY05991	16
CDY06034	205
CDY06029	139
CDY06130	1374
CDY06064	1175
CDY06123	275
CDY06124	405
CDY05986	11
CDY06012	96
CDY06015	397
CDY06010	210
CDY63371	1350
CDY48433	454
CDY48445	348
CDY48442	9.2
CDY48431	596
CDY48444	247
CDY48443	314
CDY48434	98
CDY11104	728
CDY11119	148
CDY11113	9
CDY11079	809
CDY11073	23
CDY11123	850.5
CDY11106	223
CDY11114	1
CDY11129	14.8
CDY11097	2327
CDY11082	0
CDY11095	298
CDY11107	3431
CDY11070	133
CDY11074	325
CDY11109	1446.8
CDY11149	588
CDY11098	651
CDY11131	142
CDY11100	1221
CDY11072	238
CDY11116	34
CDY11115	17
CDY22275	349
CDY22285	769
CDY22287	1209
CDY22281	327
CDY22236	1522
CDY22280	225
CDY65354	33
CDY39331	103
CDY39330	288
CDY39323	28
CDY39328	863
CDY39324	163
CDY39342	455
CDY39332	179
CDY39336	1172
CDY39340	96
CDY39339	371
CDY39318	607
CDY39344	471
CDY39315	105
CDY39314	1302
CDY39316	1838
CDY39320	450
CDY71864	74
CDY01919	21
CDY01915	451
CDY01949	166
CDY01971	1213
CDY01933	151
CDY01952	604
CDY01921	691
CDY01922	413
CDY01953	216
CDY01988	517
CDY01948	100
CDY70133	72
CDY67024	18
CDX86140	9
CDX86419	101
CDX86188	284
CDX86421	11
CDX86438	561
CDX86225	155
CDX86269	11
CDX86295	1030
CDX86408	2293
CDX86427	441
CDX86406	888
CDX86416	579
CDX86441	321
CDX86292	74
CDX86215	118
CDX86253	1666.6
CDX86189	3
CDX86426	120
CDX86395	672
CDX86410	392
CDX86220	292
CDX86169	57
CDX86212	11
CDX86386	1252
CDX86467	192
CDX86191	266
CDX86234	6406
CDX86153	380
CDX86338	723
CDX86272	6
CDX86149	708
CDX86307	1618
CDX86206	742
CDX86346	312
CDX86193	443
CDX86313	3058
CDX86445	2770
CDX86281	144
CDX86179	447
CDX86384	992
CDX86401	2
CDX86436	177
CDX86400	293
CDX86464	3319
CDX86456	556
CDX86300	2
CDX86270	5
CDX86422	501
CDX86328	2304
CDX86203	159
CDX86159	107
CDX86176	90
CDX86286	55
CDX86165	74
CDX86446	879
CDX86187	78
CDX86471	489
CDX86450	125
CDX86164	530
CDX86430	881.8
CDX86194	1613.3
CDX86429	187
CDX86190	297
CDX86405	893
CDX86306	6
CDY45035	1248
CDY45026	536
CDY45018	358
CDY45019	365
CDY45042	981
CDY45021	2257
CDY62128	849
CDY62130	351
CDY36894	133
CDY12740	14
CDY12729	315
CDY12715	521
